Accession (Identificador),Begin (Inicio de la trasnscripción),End (final de la transcripción),Orientation,Name (Alias),Symbol,Gene Type,Protein accession (Posible identificador de la proteína),Protein name (Product),Protein length,Locus tag
NZ_CP009124.1,2448948,2449808,minus,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,mutM,protein-coding,WP_003973422.1,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,286,SLIV_RS10635
NZ_CP009124.1,2449917,2450747,minus,ribonuclease III,rnc,protein-coding,WP_003973423.1,ribonuclease III,276,SLIV_RS10640
NZ_CP009124.1,2450755,2450928,minus,50S ribosomal protein L32,rpmF,protein-coding,WP_006139588.1,50S ribosomal protein L32,57,SLIV_RS10645
NZ_CP009124.1,2450931,2451584,minus,YceD family protein,,protein-coding,WP_003973424.1,YceD family protein,217,SLIV_RS10650
NZ_CP009124.1,2451729,2452868,minus,hypothetical protein,,protein-coding,WP_003973425.1,hypothetical protein,379,SLIV_RS10655
NZ_CP009124.1,2453002,2453481,minus,pantetheine-phosphate adenylyltransferase,coaD,protein-coding,WP_003973426.1,pantetheine-phosphate adenylyltransferase,159,SLIV_RS10660
NZ_CP009124.1,2453508,2454095,minus,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,rsmD,protein-coding,WP_003973427.1,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,195,SLIV_RS10665
NZ_CP009124.1,2454151,2456379,minus,ATP-dependent DNA helicase RecG,recG,protein-coding,WP_003973428.1,ATP-dependent DNA helicase RecG,742,SLIV_RS10670
NZ_CP009124.1,2456442,2458211,minus,DAK2 domain-containing protein,,protein-coding,WP_003973429.1,DAK2 domain-containing protein,589,SLIV_RS10675
NZ_CP009124.1,2458477,2458662,plus,50S ribosomal protein L28,rpmB,protein-coding,WP_003973430.1,50S ribosomal protein L28,61,SLIV_RS10680
NZ_CP009124.1,2458748,2459557,minus,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,thiD,protein-coding,WP_003973431.1,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,269,SLIV_RS10685
NZ_CP009124.1,2459554,2460522,minus,thiamine-phosphate kinase,,protein-coding,WP_003973432.1,thiamine-phosphate kinase,322,SLIV_RS10690
NZ_CP009124.1,2460756,2460989,plus,Lrp/AsnC family transcriptional regulator,,protein-coding,WP_003973433.1,Lrp/AsnC family transcriptional regulator,77,SLIV_RS10695
NZ_CP009124.1,2461167,2462336,minus,D-alanine--D-alanine ligase family protein,,protein-coding,WP_003973434.1,D-alanine--D-alanine ligase family protein,389,SLIV_RS10700
NZ_CP009124.1,2462428,2463438,minus,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,,protein-coding,WP_003973435.1,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,336,SLIV_RS10705
NZ_CP009124.1,2463435,2464229,minus,lysophospholipid acyltransferase family protein,,protein-coding,WP_003973436.1,lysophospholipid acyltransferase family protein,264,SLIV_RS10710
NZ_CP009124.1,2464373,2465011,plus,2-phospho-L-lactate guanylyltransferase,cofC,protein-coding,WP_003973437.1,2-phospho-L-lactate guanylyltransferase,212,SLIV_RS10715
NZ_CP009124.1,2465021,2465242,plus,hypothetical protein,,protein-coding,WP_003973438.1,hypothetical protein,73,SLIV_RS10720
NZ_CP009124.1,2465357,2466013,minus,HU family DNA-binding protein,,protein-coding,WP_003973439.1,HU family DNA-binding protein,218,SLIV_RS10725
NZ_CP009124.1,2466151,2466381,minus,hypothetical protein,,protein-coding,WP_003973440.1,hypothetical protein,76,SLIV_RS10730
NZ_CP009124.1,2466668,2467261,minus,3-isopropylmalate dehydratase small subunit,leuD,protein-coding,WP_003973441.1,3-isopropylmalate dehydratase small subunit,197,SLIV_RS10735
NZ_CP009124.1,2467267,2468697,minus,3-isopropylmalate dehydratase large subunit,leuC,protein-coding,WP_003973442.1,3-isopropylmalate dehydratase large subunit,476,SLIV_RS10740
NZ_CP009124.1,2468895,2469611,plus,IclR family transcriptional regulator NdgR,ndgR,protein-coding,WP_003973443.1,IclR family transcriptional regulator NdgR,238,SLIV_RS10745
NZ_CP009124.1,2469677,2470249,minus,DUF4188 domain-containing protein,,protein-coding,WP_003973444.1,DUF4188 domain-containing protein,190,SLIV_RS10750
NZ_CP009124.1,2470331,2470975,plus,MerR family transcriptional regulator,,protein-coding,WP_003973445.1,MerR family transcriptional regulator,214,SLIV_RS10755
NZ_CP009124.1,2471035,2471107,minus,tRNA-Glu,,tRNA,,,,SLIV_RS10760
NZ_CP009124.1,2471152,2471223,minus,tRNA-Gln,,tRNA,,,,SLIV_RS10765
NZ_CP009124.1,2471244,2471316,minus,tRNA-Glu,,tRNA,,,,SLIV_RS10770
NZ_CP009124.1,2471379,2471451,minus,tRNA-Glu,,tRNA,,,,SLIV_RS10775
NZ_CP009124.1,2471491,2471562,minus,tRNA-Gln,,tRNA,,,,SLIV_RS10780
NZ_CP009124.1,2471655,2472388,minus,uncharacterized gene,,pseudogene,,,,SLIV_RS10785
NZ_CP009124.1,2472459,2472854,minus,RidA family protein,,protein-coding,WP_003973447.1,RidA family protein,131,SLIV_RS10790
NZ_CP009124.1,2472962,2474446,minus,glutamate--tRNA ligase,gltX,protein-coding,WP_003973448.1,glutamate--tRNA ligase,494,SLIV_RS10795
NZ_CP009124.1,2474439,2475224,minus,fumarylacetoacetate hydrolase family protein,,protein-coding,WP_003973449.1,fumarylacetoacetate hydrolase family protein,261,SLIV_RS10800
NZ_CP009124.1,2475351,2475539,minus,hypothetical protein,,protein-coding,WP_016327338.1,hypothetical protein,62,SLIV_RS10805
NZ_CP009124.1,2476142,2480131,plus,sensor histidine kinase,,protein-coding,WP_011030302.1,sensor histidine kinase,1329,SLIV_RS10810
NZ_CP009124.1,2480141,2480554,plus,roadblock/LC7 domain-containing protein,,protein-coding,WP_003973453.1,roadblock/LC7 domain-containing protein,137,SLIV_RS10815
NZ_CP009124.1,2480666,2481064,plus,DUF742 domain-containing protein,,protein-coding,WP_003973454.1,DUF742 domain-containing protein,132,SLIV_RS10820
NZ_CP009124.1,2481045,2481620,plus,GTP-binding protein,,protein-coding,WP_003973455.1,GTP-binding protein,191,SLIV_RS10825
NZ_CP009124.1,2482027,2485269,plus,nitrate- and nitrite sensing domain-containing protein,,protein-coding,WP_037666270.1,nitrate- and nitrite sensing domain-containing protein,1080,SLIV_RS10830
NZ_CP009124.1,2485280,2485693,plus,roadblock/LC7 domain-containing protein,,protein-coding,WP_004983065.1,roadblock/LC7 domain-containing protein,137,SLIV_RS10835
NZ_CP009124.1,2485788,2486360,plus,DUF742 domain-containing protein,,protein-coding,WP_003973458.1,DUF742 domain-containing protein,190,SLIV_RS10840
NZ_CP009124.1,2486341,2486922,plus,GTP-binding protein,,protein-coding,WP_009314218.1,GTP-binding protein,193,SLIV_RS10845
NZ_CP009124.1,2487225,2487422,minus,acyl-CoA carboxylase epsilon subunit,,protein-coding,WP_011030299.1,acyl-CoA carboxylase epsilon subunit,65,SLIV_RS10850
NZ_CP009124.1,2487440,2489023,minus,acyl-CoA carboxylase subunit beta,,protein-coding,WP_003973461.1,acyl-CoA carboxylase subunit beta,527,SLIV_RS10855
NZ_CP009124.1,2489178,2491508,minus,polysaccharide lyase 8 family protein,,protein-coding,WP_003973462.1,polysaccharide lyase 8 family protein,776,SLIV_RS10860
NZ_CP009124.1,2491657,2492214,plus,YceI family protein,,protein-coding,WP_003973463.1,YceI family protein,185,SLIV_RS10865
NZ_CP009124.1,2492300,2492899,minus,TetR/AcrR family transcriptional regulator,,protein-coding,WP_003973464.1,TetR/AcrR family transcriptional regulator,199,SLIV_RS10870
NZ_CP009124.1,2492976,2493980,plus,DMT family transporter,,protein-coding,WP_016327331.1,DMT family transporter,334,SLIV_RS10875
NZ_CP009124.1,2493998,2495350,minus,hypothetical protein,,protein-coding,WP_003973466.1,hypothetical protein,450,SLIV_RS10880
NZ_CP009124.1,2495415,2497019,minus,citramalate synthase,cimA,protein-coding,WP_003973467.1,citramalate synthase,534,SLIV_RS10885
NZ_CP009124.1,2497338,2497940,minus,TetR/AcrR family transcriptional regulator,,protein-coding,WP_003973468.1,TetR/AcrR family transcriptional regulator,200,SLIV_RS10890
NZ_CP009124.1,2497958,2498977,minus,agmatine deiminase family protein,,protein-coding,WP_003973469.1,agmatine deiminase family protein,339,SLIV_RS10895
NZ_CP009124.1,2499028,2500704,minus,urease subunit alpha,,protein-coding,WP_003973470.1,urease subunit alpha,558,SLIV_RS10900
NZ_CP009124.1,2500701,2501384,minus,urease subunit gamma,ureA,protein-coding,WP_003973471.1,urease subunit gamma,227,SLIV_RS10905
NZ_CP009124.1,2501529,2502959,plus,cytosine permease,,protein-coding,WP_003973472.1,cytosine permease,476,SLIV_RS10910
NZ_CP009124.1,2503035,2504123,minus,branched-chain amino acid aminotransferase,,protein-coding,WP_003973473.1,branched-chain amino acid aminotransferase,362,SLIV_RS10915
NZ_CP009124.1,2504388,2505431,minus,3-isopropylmalate dehydrogenase,,protein-coding,WP_003973474.1,3-isopropylmalate dehydrogenase,347,SLIV_RS10920
NZ_CP009124.1,2505507,2505638,minus,hypothetical protein,,protein-coding,WP_011030289.1,hypothetical protein,43,SLIV_RS40705
NZ_CP009124.1,2505947,2507587,minus,L-glutamate gamma-semialdehyde dehydrogenase,pruA,protein-coding,WP_003973476.1,L-glutamate gamma-semialdehyde dehydrogenase,546,SLIV_RS10930
NZ_CP009124.1,2507634,2508560,minus,proline dehydrogenase family protein,,protein-coding,WP_003973477.1,proline dehydrogenase family protein,308,SLIV_RS10935
NZ_CP009124.1,2508726,2509973,plus,PucR family transcriptional regulator,,protein-coding,WP_003973478.1,PucR family transcriptional regulator,415,SLIV_RS10940
NZ_CP009124.1,2509954,2510544,minus,TetR/AcrR family transcriptional regulator,,protein-coding,WP_003973479.1,TetR/AcrR family transcriptional regulator,196,SLIV_RS10945
NZ_CP009124.1,2510628,2512175,plus,MFS transporter,,protein-coding,WP_003973480.1,MFS transporter,515,SLIV_RS10950
NZ_CP009124.1,2512241,2513830,minus,phosphoglycerate dehydrogenase,serA,protein-coding,WP_003973481.1,phosphoglycerate dehydrogenase,529,SLIV_RS10955
NZ_CP009124.1,2514049,2515047,minus,ketol-acid reductoisomerase,ilvC,protein-coding,WP_003973482.1,ketol-acid reductoisomerase,332,SLIV_RS10960
NZ_CP009124.1,2515186,2515710,minus,acetolactate synthase small subunit,ilvN,protein-coding,WP_003973483.1,acetolactate synthase small subunit,174,SLIV_RS10965
NZ_CP009124.1,2515732,2517573,minus,acetolactate synthase large subunit,,protein-coding,WP_003973484.1,acetolactate synthase large subunit,613,SLIV_RS10970
NZ_CP009124.1,2517815,2520937,minus,putative bifunctional diguanylate cyclase/phosphodiesterase,,protein-coding,WP_038535584.1,putative bifunctional diguanylate cyclase/phosphodiesterase,1040,SLIV_RS10975
NZ_CP009124.1,2521352,2522293,minus,2-hydroxyacid dehydrogenase,,protein-coding,WP_003973487.1,2-hydroxyacid dehydrogenase,313,SLIV_RS10980
NZ_CP009124.1,2522368,2523366,plus,aldo/keto reductase,,protein-coding,WP_030870088.1,aldo/keto reductase,332,SLIV_RS10985
NZ_CP009124.1,2523498,2524706,plus,PQQ-dependent sugar dehydrogenase,,protein-coding,WP_003973489.1,PQQ-dependent sugar dehydrogenase,402,SLIV_RS10990
NZ_CP009124.1,2524715,2524924,minus,DUF6191 domain-containing protein,,protein-coding,WP_003973490.1,DUF6191 domain-containing protein,69,SLIV_RS10995
NZ_CP009124.1,2524962,2528102,minus,helix-turn-helix transcriptional regulator,,protein-coding,WP_038535587.1,helix-turn-helix transcriptional regulator,1046,SLIV_RS11000
NZ_CP009124.1,2528219,2528404,minus,hypothetical protein,,protein-coding,WP_003973493.1,hypothetical protein,61,SLIV_RS11005
NZ_CP009124.1,2528600,2529235,minus,hypothetical protein,,protein-coding,WP_030870079.1,hypothetical protein,211,SLIV_RS11010
NZ_CP009124.1,2529271,2529855,minus,GNAT family N-acetyltransferase,,protein-coding,WP_003973495.1,GNAT family N-acetyltransferase,194,SLIV_RS11015
NZ_CP009124.1,2529833,2532079,minus,MMPL family transporter,,protein-coding,WP_003973496.1,MMPL family transporter,748,SLIV_RS11020
NZ_CP009124.1,2532321,2533835,minus,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,gatB,protein-coding,WP_003973497.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,504,SLIV_RS11025
NZ_CP009124.1,2533851,2534090,minus,hypothetical protein,,protein-coding,WP_003973498.1,hypothetical protein,79,SLIV_RS11030
NZ_CP009124.1,2534087,2535580,minus,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,gatA,protein-coding,WP_003973499.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,497,SLIV_RS11035
NZ_CP009124.1,2535584,2535880,minus,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,gatC,protein-coding,WP_003973500.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,98,SLIV_RS11040
NZ_CP009124.1,2536025,2536519,minus,cupin domain-containing protein,,protein-coding,WP_003973501.1,cupin domain-containing protein,164,SLIV_RS11045
NZ_CP009124.1,2536551,2536922,minus,DUF4267 domain-containing protein,,protein-coding,WP_003973502.1,DUF4267 domain-containing protein,123,SLIV_RS11050
NZ_CP009124.1,2537239,2539479,minus,cyclic Di-GMP phosphodiesterase RmdB,rmdB,protein-coding,WP_016327316.1,cyclic Di-GMP phosphodiesterase RmdB,746,SLIV_RS11055
NZ_CP009124.1,2539737,2541944,minus,NAD-dependent DNA ligase LigA,ligA,protein-coding,WP_003973504.1,NAD-dependent DNA ligase LigA,735,SLIV_RS11060
NZ_CP009124.1,2541959,2542954,minus,methionine synthase,,protein-coding,WP_003973505.1,methionine synthase,331,SLIV_RS11065
NZ_CP009124.1,2543122,2543811,minus,SDR family oxidoreductase,,protein-coding,WP_030870060.1,SDR family oxidoreductase,229,SLIV_RS11070
NZ_CP009124.1,2543839,2544378,minus,TIGR00730 family Rossman fold protein,,protein-coding,WP_003973507.1,TIGR00730 family Rossman fold protein,179,SLIV_RS11075
NZ_CP009124.1,2544470,2544811,plus,DUF427 domain-containing protein,,protein-coding,WP_003973508.1,DUF427 domain-containing protein,113,SLIV_RS11080
NZ_CP009124.1,2544849,2545628,plus,alpha/beta fold hydrolase,,protein-coding,WP_003973509.1,alpha/beta fold hydrolase,259,SLIV_RS11085
NZ_CP009124.1,2545671,2546801,minus,tRNA 2-thiouridine(34) synthase MnmA,mnmA,protein-coding,WP_003973510.1,tRNA 2-thiouridine(34) synthase MnmA,376,SLIV_RS11090
NZ_CP009124.1,2546863,2547591,plus,N-acetylmuramoyl-L-alanine amidase,,protein-coding,WP_003973511.1,N-acetylmuramoyl-L-alanine amidase,242,SLIV_RS11095
NZ_CP009124.1,2547629,2548798,minus,cysteine desulfurase family protein,,protein-coding,WP_003973512.1,cysteine desulfurase family protein,389,SLIV_RS11100
NZ_CP009124.1,2548889,2549182,minus,hypothetical protein,,protein-coding,WP_003973513.1,hypothetical protein,97,SLIV_RS11105
NZ_CP009124.1,2549217,2549384,minus,membrane protein,,protein-coding,WP_003973514.1,membrane protein,55,SLIV_RS40250
NZ_CP009124.1,2549512,2550138,plus,TetR family transcriptional regulator,,protein-coding,WP_003973515.1,TetR family transcriptional regulator,208,SLIV_RS11115
NZ_CP009124.1,2550167,2551027,minus,thioesterase family protein,,protein-coding,WP_016327314.1,thioesterase family protein,286,SLIV_RS11120
NZ_CP009124.1,2551325,2551984,minus,trimeric intracellular cation channel family protein,,protein-coding,WP_003973517.1,trimeric intracellular cation channel family protein,219,SLIV_RS11125
NZ_CP009124.1,2552062,2553615,minus,ABC transporter ATP-binding protein,,protein-coding,WP_003973518.1,ABC transporter ATP-binding protein,517,SLIV_RS11130
NZ_CP009124.1,2553639,2554736,minus,ABC transporter ATP-binding protein,,protein-coding,WP_003973519.1,ABC transporter ATP-binding protein,365,SLIV_RS11135
NZ_CP009124.1,2554733,2555731,minus,ABC transporter permease,,protein-coding,WP_003973520.1,ABC transporter permease,332,SLIV_RS11140
NZ_CP009124.1,2555840,2557642,minus,ABC transporter substrate-binding protein,,protein-coding,WP_003973521.1,ABC transporter substrate-binding protein,600,SLIV_RS11145
NZ_CP009124.1,2557714,2558721,minus,ABC transporter permease,,protein-coding,WP_003973522.1,ABC transporter permease,335,SLIV_RS11150
NZ_CP009124.1,2559036,2559833,minus,enhanced serine sensitivity protein SseB C-terminal domain-containing protein,,protein-coding,WP_003973523.1,enhanced serine sensitivity protein SseB C-terminal domain-containing protein,265,SLIV_RS11155
NZ_CP009124.1,2560028,2560795,minus,enhanced serine sensitivity protein SseB,,protein-coding,WP_003973524.1,enhanced serine sensitivity protein SseB,255,SLIV_RS11160
NZ_CP009124.1,2560875,2561543,minus,AAA family ATPase,,protein-coding,WP_003973525.1,AAA family ATPase,222,SLIV_RS11165
NZ_CP009124.1,2561970,2563088,plus,glycine cleavage system aminomethyltransferase GcvT,gcvT,protein-coding,WP_003973526.1,glycine cleavage system aminomethyltransferase GcvT,372,SLIV_RS11170
NZ_CP009124.1,2563215,2563592,plus,glycine cleavage system protein GcvH,gcvH,protein-coding,WP_003973527.1,glycine cleavage system protein GcvH,125,SLIV_RS11175
NZ_CP009124.1,2563607,2564869,plus,serine hydroxymethyltransferase,glyA,protein-coding,WP_003973528.1,serine hydroxymethyltransferase,420,SLIV_RS11180
NZ_CP009124.1,2564971,2566338,plus,L-serine ammonia-lyase,,protein-coding,WP_003973529.1,L-serine ammonia-lyase,455,SLIV_RS11185
NZ_CP009124.1,2566455,2567873,plus,MFS transporter,,protein-coding,WP_016327309.1,MFS transporter,472,SLIV_RS11190
NZ_CP009124.1,2567939,2568673,minus,D-Ala-D-Ala carboxypeptidase family metallohydrolase,,protein-coding,WP_016327308.1,D-Ala-D-Ala carboxypeptidase family metallohydrolase,244,SLIV_RS11195
NZ_CP009124.1,2568854,2569411,plus,glycoside hydrolase family 25 protein,,protein-coding,WP_003973532.1,glycoside hydrolase family 25 protein,185,SLIV_RS11200
NZ_CP009124.1,2569420,2570100,minus,uncharacterized gene,,pseudogene,,,,SLIV_RS11205
NZ_CP009124.1,2570255,2570467,minus,EF-hand domain-containing protein,,protein-coding,WP_003973534.1,EF-hand domain-containing protein,70,SLIV_RS11210
NZ_CP009124.1,2570516,2571430,minus,MerR family transcriptional regulator,,protein-coding,WP_003973535.1,MerR family transcriptional regulator,304,SLIV_RS11215
NZ_CP009124.1,2571479,2572117,plus,GNAT family N-acetyltransferase,,protein-coding,WP_016327307.1,GNAT family N-acetyltransferase,212,SLIV_RS11220
NZ_CP009124.1,2572134,2572748,minus,ADP-ribosyltransferase,,protein-coding,WP_003973537.1,ADP-ribosyltransferase,204,SLIV_RS11225
NZ_CP009124.1,2572854,2573357,minus,ATP-binding protein,,protein-coding,WP_016327305.1,ATP-binding protein,167,SLIV_RS11230
NZ_CP009124.1,2573662,2574429,minus,enoyl-CoA hydratase/isomerase family protein,,protein-coding,WP_003973539.1,enoyl-CoA hydratase/isomerase family protein,255,SLIV_RS11235
NZ_CP009124.1,2574477,2575679,minus,"L,D-transpeptidase",,protein-coding,WP_003973540.1,"L,D-transpeptidase",400,SLIV_RS11240
NZ_CP009124.1,2575845,2577095,minus,"L,D-transpeptidase",,protein-coding,WP_016327304.1,"L,D-transpeptidase",416,SLIV_RS11245
NZ_CP009124.1,2577251,2579509,plus,glycogen debranching protein GlgX,glgX,protein-coding,WP_038534372.1,glycogen debranching protein GlgX,752,SLIV_RS11250
